ID,Customer.Code,Sentimental.Score,text
4810,15006803,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4811,15003714,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4812,15006151,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4813,15009450,0,The @WellsFargo $300 maximum withdrawal at an ATM is ridiculous. “Costumer since 1989” would like access to his mon… https://t.co/wjPFTgkI9U
4814,15007093,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4815,15002223,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4816,15004251,0,RT @Legalator: @StayHomeAmerica @WFB_Fraud @musser_benson @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe…
4817,15004884,-1,"@SenWarren @ShirlWait @WellsFargo @federalreserve My first mortgage was with them. NEVER. AGAIN.

They are absolute scum."
4818,15008454,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4819,15005500,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4820,15003136,0,@Legalator @DeboraDeMAGA @AJOKERONJACK @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @CathyPe78176224… https://t.co/4qwfUlHpmM
4821,15004356,0,#EaglesWin! Our @WellsFargo final sees FGCU (5-2) outscore LIU Brooklyn by a 29-2 margin this weekend to complete t… https://t.co/KLxVbKKDuU
4822,15008954,2,"Thanks to everyone who participated in the @wellsfargo Ski Cup 50/50 Raffle, supporting the NSCD! The winning numbe… https://t.co/4BCP7DhXXW"
4823,15004838,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4824,15009321,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4825,15009452,0,RT @StayHomeAmerica: @WFB_Fraud @musser_benson @Legalator @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe…
4826,15008518,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4827,15005733,0,@cheeseshack_stl @CitygardenSTL @WellsFargo @FoodTruckPurina @BJC_HealthCare Yes Wells Fargo
4828,15006166,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4829,15007783,1,"@SenWarren @WellsFargo @federalreserve I agree &amp; you should resign!  I wonder which will happen first.  DRAIN THE SWAMP, ALL OF IT!"
4830,15002501,0,RT @Legalator: @musser_benson @dallybopper @ForeclosureOz @ourkidz3 @beastsaver @MaryHill387 @CathyPe78176224 @adomantholdings @Isabel1170…
4831,15008386,0,"@SenWarren @WellsFargo @federalreserve Hey if anyone's interested Pocahontas is on now, on freeform channel."
4832,15001744,0,RT @truthsearch1957: @Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4833,15004669,-2,@SenWarren @WellsFargo @federalreserve Another week another Elizabeth Warren CFPB slush fund scandal or another lie… https://t.co/w4TqAlYou5
4834,15000117,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4835,15002433,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4836,15008780,0,RT @truthsearch1957: @Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4837,15002464,0,RT @Legalator: @DeboraDeMAGA @AJOKERONJACK @ShannonKetcher2 @musser_benson @Darla_Marlene @ourkidz3 @truthsearch1957 @CathyPe78176224 @Isab…
4838,15006881,0,RT @truthsearch1957: @Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4839,15005011,0,RT @truthsearch1957: @Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4840,15008436,0,RT @Legalator: @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @truthsearch1957 @CathyPe78176224 @Isabel1170 @Din_SF…
4841,15008470,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4842,15007405,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4843,15002697,0,@SenWarren @KidCasteel @WellsFargo @federalreserve What about Palestinian babies?
4844,15009910,-1,"@politico @rhonda_harbison Another week, another @WellsFargo scandal under Tim Sloan's leadership. The… https://t.co/fVsbdegstl"
4845,15001595,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4846,15009065,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4847,15000919,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4848,15007995,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4849,15000231,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4850,15009440,1,Meanwhile in Colorado...Trevor Kennison just won the @WellsFargo Cup!! #highfivesathlete https://t.co/N2UotM4GIX
4851,15004848,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4852,15006100,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4853,15004432,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4854,15002254,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4855,15003445,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4856,15009123,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4857,15000701,1,"RT @DebtTrut: @SenWarren @WellsFargo @federalreserve This is so important.  The big banks appear to ""do whatever they please"" - don't pay t…"
4858,15002852,-2,RT @LtBullitt68: @SenWarren @WellsFargo @federalreserve Everyone harmed by this flim flam excuse for a banking institution should be made h…
4859,15003958,-1,"RT @waynesadin: Another #bank with major #Coresystem issues (@TSB &amp; @WellsFargo in the last year).

#TechnicalDebt? Maybe. Last big system…"
4860,15003065,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4861,15001750,0,RT @Legalator: @musser_benson @dallybopper @ForeclosureOz @ourkidz3 @beastsaver @MaryHill387 @CathyPe78176224 @adomantholdings @Isabel1170…
4862,15006668,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4863,15001311,0,RT @truthsearch1957: @Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4864,15005949,-1,@SenWarren @WellsFargo @federalreserve You probably know a thing or two about scandals now
4865,15009890,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4866,15004400,0,"RT @S10Bird: I recently got the chance to go back to my alma mater for a game <U+0001F3C0>, and of course, some Dairy Bar ice cream<U+0001F366>Watch and learn ho…"
4867,15007519,0,"RT @couchbase: At the world's largest #banks, fraud monitoring calls for high performance, high availability and easy #scalability. Find ou…"
4868,15009146,1,Just a few more weeks to enjoy  @WellsFargo Winter Skate at Loring Park! Complimentary skates and no admission fee… https://t.co/mcZkduh6tL
4869,15009975,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4870,15009471,0,@SenWarren @WellsFargo @federalreserve what did tim do this week?
4871,15003607,-1,@SenWarren @WellsFargo @federalreserve Is this true or another lie
4872,15004751,0,"RT @S10Bird: I recently got the chance to go back to my alma mater for a game <U+0001F3C0>, and of course, some Dairy Bar ice cream<U+0001F366>Watch and learn ho…"
4873,15008818,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4874,15008138,0,"RT @S10Bird: I recently got the chance to go back to my alma mater for a game <U+0001F3C0>, and of course, some Dairy Bar ice cream<U+0001F366>Watch and learn ho…"
4875,15001647,0,@xstanbx @TSB @WellsFargo @NavyFederal #TCO is a real concept!!
4876,15004676,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4877,15000335,0,"RT @mnwild: #mnwild returns home to host St. Louis again at 6 p.m.

<U+0001F4FA> @NBCSN | <U+0001F4FB> @KFAN1003 | <U+0001F4F1>Wild App, #STLvsMIN | @WellsFargo https://t.c…"
4878,15000036,-1,@SenWarren @WellsFargo @federalreserve Are you still trying to be relevant?   After the decades of lies you have to… https://t.co/XgMNZOOyeN
4879,15009497,0,@WellsFargo I’m going to need a loan asap. TS7 is about to drop
4880,15004655,0,@WellsFargo By stealing from people? Very helpful- thieves
4881,15002701,0,"RT @Lamar_Baseball: The @WellsFargo Starting Lineup:

1 - George - RF
2 - Coker - LF
3 - Correa - SS
4 - Adames - 3B
5 - Gutierrez - C
6 -…"
4882,15002710,0,"RT @S10Bird: I recently got the chance to go back to my alma mater for a game <U+0001F3C0>, and of course, some Dairy Bar ice cream<U+0001F366>Watch and learn ho…"
4883,15009342,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4884,15009878,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4885,15001248,0,"RT @S10Bird: I recently got the chance to go back to my alma mater for a game <U+0001F3C0>, and of course, some Dairy Bar ice cream<U+0001F366>Watch and learn ho…"
4886,15007901,0,RT @LamarSoftball: Here is your @WellsFargo Cards starting lineup against Austin Peay. #WeAreLU #ChampionshipMindset https://t.co/SMKM98b6YX
4887,15000887,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4888,15003922,0,"Transferring $ for my loans: !! Instant !!
Transferring $ for my bills: 1-3 business days if it’s before 5pm and we… https://t.co/z7vKucY0dv"
4889,15006126,0,RT @LamarSoftball: Here is your @WellsFargo Cards starting lineup against Austin Peay. #WeAreLU #ChampionshipMindset https://t.co/SMKM98b6YX
4890,15007019,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4891,15008432,0,Here is your @WellsFargo Cards starting lineup against Austin Peay. #WeAreLU #ChampionshipMindset https://t.co/SMKM98b6YX
4892,15007772,0,"RT @UCIAthletics: <U+0001F6A8>NEW NEW 
     Presented by @WellsFargo 

<U+0001F3C0> Flynn 
<U+0001F489> Ink
<U+0001F50B> Energy 
      John Edgar Jr. of @UCImbb. 

<U+0001F3A5>: https://t.co/dNC…"
4893,15003086,-4,Just listened to @thedollop episode on @WellsFargo . They are a horrible immoral business that lied and stole from… https://t.co/kcZj699oXY
4894,15007922,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4895,15005350,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4896,15003613,0,"RT @S10Bird: I recently got the chance to go back to my alma mater for a game <U+0001F3C0>, and of course, some Dairy Bar ice cream<U+0001F366>Watch and learn ho…"
4897,15006763,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4898,15006906,-1,"@mgnicosia Uh huh.  RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The… https://t.co/vyDXmjjPy7"
4899,15005296,0,@truthsearch1957 @Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224… https://t.co/laxAmyQHr1
4900,15009699,0,@waynesadin @TSB @WellsFargo @NavyFederal The plan on how/when/funding for retiring/disposing/replacing a system sh… https://t.co/gNgU0yoWS0
4901,15003733,0,"RT @Aspiration: @LoloTbh @WellsFargo Hi, Lolo! What's bofa? @BankofAmerica"
4902,15007344,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4903,15002890,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4904,15000886,0,@Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170… https://t.co/fyoRiMo4Vw
4905,15007845,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4906,15001601,0,RT @Legalator: @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @truthsearch1957 @CathyPe78176224 @Isabel1170 @Din_SF…
4907,15001390,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4908,15005691,0,RT @truthsearch1957: @Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4909,15005744,0,"RT @S10Bird: I recently got the chance to go back to my alma mater for a game <U+0001F3C0>, and of course, some Dairy Bar ice cream<U+0001F366>Watch and learn ho…"
4910,15000350,0,@Legalator @ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170… https://t.co/DV8zLGwojH
4911,15004131,0,@SenWarren @WellsFargo @federalreserve I saw the Wells Fargo wagon coming down the street the other day . It was de… https://t.co/zoVjdUQJZz
4912,15001020,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4913,15002031,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4914,15006637,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4915,15000516,1,@SenWarren @KarenWe44853431 @WellsFargo @federalreserve Thank you for never taking your eye off consumer protection @ewarren
4916,15008944,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4917,15005346,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4918,15002701,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4919,15000967,-1,"Fuck @WellsFargo 
They just denied by Bitcoin purchase on Coinbase TWICE. This is not the first time they have done… https://t.co/tyG94j6UYq"
4920,15002517,2,@WellsFargo love the app and how easy it is to use online banking. A suggestion for the app. If you put a tracker f… https://t.co/328415Pryb
4921,15008086,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4922,15008390,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4923,15006230,0,@musser_benson @truthsearch1957 @adomantholdings @zimbiz @beastsaver @ourkidz3 @nadiaskin1 @mkaz9800… https://t.co/77nMcEliSm
4924,15005753,0,@S10Bird @WellsFargo What a woman!
4925,15008917,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4926,15006686,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4927,15006541,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4928,15004546,0,"RT @KalebPenbury: @SenWarren @WellsFargo @federalreserve Hey Chief, how goes it?"
4929,15009288,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4930,15007118,0,"@SenWarren @WellsFargo @federalreserve Hey Chief, how goes it?"
4931,15002653,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4932,15000882,0,@ShannonKetcher2 @AJOKERONJACK @musser_benson @Darla_Marlene @ourkidz3 @truthsearch1957 @CathyPe78176224… https://t.co/98CyJbGaf8
4933,15002683,-1,"@SenWarren @WellsFargo @federalreserve Another week another democrat found guilty of human trafficking in Texas. 
G… https://t.co/qTCTyj2q0h"
4934,15008289,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4935,15002258,0,RT @Legalator: @DeboraDeMAGA @AJOKERONJACK @ShannonKetcher2 @musser_benson @Darla_Marlene @ourkidz3 @truthsearch1957 @CathyPe78176224 @Isab…
4936,15000010,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4937,15000573,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4938,15002908,0,@DeboraDeMAGA @AJOKERONJACK @ShannonKetcher2 @musser_benson @Darla_Marlene @ourkidz3 @truthsearch1957… https://t.co/Lni8y0ge51
4939,15001076,0,@40MillionUnited @MillerStream @thecjpearson @Aetna @USATODAY @Yale @Harvard @Princeton @NewYorkLife @jpmorgan… https://t.co/UAJEZrHh2f
4940,15004420,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4941,15009744,0,RT @FGCU_MBB: #EaglesWin! @WellsFargo presents another home W on Senior Night for the Green and Blue. FGCU extends its @ASUNMBB-leading hom…
4942,15001077,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4943,15002255,0,@SenWarren @WellsFargo @federalreserve We bank there.
4944,15005651,0,RT @ShannonKetcher2: @musser_benson @ourkidz3 @BeyondTheBantr @nadiaskin1 @beastsaver @ForeclosureOz @Legalator @Darla_Marlene @Traci363629…
4945,15006956,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4946,15005591,0,@SenWarren @WellsFargo @federalreserve And you’ll @SenWarren will never be President let alone even make the debate… https://t.co/0KKunbV0kA
4947,15004694,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4948,15007188,0,RT @truthsearch1957: @AJOKERONJACK @ShannonKetcher2 @Legalator @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4949,15006836,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4950,15004013,0,@Sidragon1 @secwonk311 @WellsFargo You mean have a resilience plan?
4951,15005376,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4952,15009298,0,RT @StayHomeAmerica: @musser_benson @Legalator @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe78176224 @I…
4953,15007985,0,RT @WFB_Fraud: @StayHomeAmerica @musser_benson @Legalator @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe…
4954,15002557,0,RT @Legalator: @StayHomeAmerica @WFB_Fraud @musser_benson @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe…
4955,15000077,-1,@SenWarren @WellsFargo @federalreserve Situation is worsening
4956,15005607,-1,@SenWarren @WellsFargo @federalreserve Oh imagine that more outrage propaganda... looks like we haven’t learned anything yet...
4957,15002500,0,@StayHomeAmerica @WFB_Fraud @musser_benson @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK… https://t.co/gRYNSMpuSM
4958,15003160,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4959,15007583,0,RT @StayHomeAmerica: @WFB_Fraud @musser_benson @Legalator @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe…
4960,15008977,0,"@SenWarren @WellsFargo @federalreserve Great, another politician trying to pressure the @federalreserve <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>"
4961,15005582,0,RT @FixYourMessLLC: This week I tested out @WellsFargo ‘s “2-Step Verification” process to help protect people’s money from being stolen an…
4962,15004235,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4963,15005733,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4964,15009790,0,"RT @S10Bird: I recently got the chance to go back to my alma mater for a game <U+0001F3C0>, and of course, some Dairy Bar ice cream<U+0001F366>Watch and learn ho…"
4965,15004772,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4966,15003125,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4967,15008827,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4968,15002173,0,"@SenWarren @WellsFargo @federalreserve When it comes to banking, Ms. Warren. You’re my go-to person.  If you say it, I damn well believe it."
4969,15005839,0,UConn women’s basketball is the <U+0001F410>. @S10Bird goes back to her alma mater to show us how to maximize the game day exp… https://t.co/7EzkNYGSIT
4970,15003046,0,@WFB_Fraud @musser_benson @Legalator @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK… https://t.co/AlpSqKrvhx
4971,15001481,0,RT @WFB_Fraud: @StayHomeAmerica @musser_benson @Legalator @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe…
4972,15004919,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4973,15003474,0,RT @WFB_Fraud: @StayHomeAmerica @musser_benson @Legalator @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe…
4974,15002840,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4975,15000458,0,@SenWarren @WellsFargo @federalreserve Well can you ever tell the truth?
4976,15005532,0,@StayHomeAmerica @musser_benson @Legalator @ShannonKetcher2 @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK… https://t.co/1OFehFzir4
4977,15000204,0,RT @ShannonKetcher2: @StayHomeAmerica @musser_benson @Legalator @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe78176224 @I…
4978,15002261,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4979,15001929,1,"@S10Bird @WellsFargo I remember getting into Gampel with my student ID for free, back in the early Geno days."
4980,15005451,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4981,15003928,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4982,15005713,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4983,15005987,-1,@SenWarren @WellsFargo @federalreserve Where is RBG?  Stop the censorship of conservative web sites and Blogs.
4984,15005681,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4985,15001838,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4986,15007847,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4987,15008298,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4988,15006881,-2,@TannaTravel @SenWarren @WellsFargo @federalreserve That is a lie. I have been very damaged by Wells Fargo and they… https://t.co/BQ6q54qBvu
4989,15007950,0,RT @truthsearch1957: @AJOKERONJACK @ShannonKetcher2 @Legalator @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4990,15000667,0,RT @truthsearch1957: @AJOKERONJACK @ShannonKetcher2 @Legalator @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170 @Din_SF…
4991,15003697,0,@AJOKERONJACK @ShannonKetcher2 @Legalator @musser_benson @Darla_Marlene @ourkidz3 @CathyPe78176224 @Isabel1170… https://t.co/uQrF3ZTi7V
4992,15004980,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4993,15009505,-1,"RT @SenWarren: Another week, another @WellsFargo scandal under Tim Sloan's leadership. The @FederalReserve shouldn't remove the bank's grow…"
4994,15007897,0,RT @musser_benson: @DeboraDeMAGA @ShannonKetcher2 @Legalator @Darla_Marlene @ourkidz3 @truthsearch1957 @AJOKERONJACK @CathyPe78176224 @Isab…
